mid,standard_question,standard_answer
174,"在健康保险中，医疗费用服从对数正态分布，参数 $\mu=3.39$ 与 $\sigma^{2}=1.0$。已知标准正态分布 $\mathrm{N}(0,1)$ 的随机数为 -1.61 ，假设免赔额为 2.0，则相应的模拟医疗费用为多少。（结果保留2位小数）。",5.93
175,"In a manufacturing plant, equipment failure events occur according to a Poisson process. The cost to repair each failure is independent of the number of failures and follows this distribution:

| Repair Cost | Probability |
| --- | --- |
| 2 | 0.70 |
| 4 | 0.20 |
| 8 | 0.10 |

Determine the number of failure events needed so that the total repair cost is within 10% of the expected cost with 90% probability.(The final answer must be an integer)",372
176,"In the context of reliability engineering for actuarial risk modeling, the hazard rate of an industrial machine component follows Makeham’s law, with the force of deterioration assumed to be continuous over each year of service age. You are given: 
- \( q_{50} = 0.0079 \), the probability of component failure within one year when at service age 50 
- \( q_{60} = 0.0137 \) 
- \( q_{70} = 0.0311 \) 

Determine \( \mu_{65} \), where \( \mu_x \) is the force of deterioration at service age \( x \). (The final answer should have 4 decimal places)",0.0199
177,"You are given
(i) Time-to-failure $T$ in years for a computer has the following cumulative distribution function

$$
F(t)=1-\frac{\boldsymbol{6}}{6+t} \quad t>0
$$

(ii) A warranty covers the first repair within 5 years.
(iii) The cost of repair is $\boldsymbol{311.76}\left(1.03^{t}\right)$, where $t$ is the time of repair.
(iv) $i=0.05$.
Determine the $60^{\text {th }}$ percentile of the present value of the warranty. (The final answer should have two decimal places)",288.68
178,"某健康保险公司的增量已付医疗赔付数据如表1所示，各年的医疗成本通货膨胀指数如表2所示，假设在第3进展年的尾部因子为1.0,且未来的医疗成本通货膨胀率为8%。

表1 增量已付医疗赔付数据

| 事故年 | 进展年 | 0 | 1 | 2 | 3 |
| :--: | :--: | :-----: | :--: | :--: | :--: |
| 2007 | | $\frac{3800}{3}$ | 1200 | 300 | 900 |
| 2008 | | 1450 | 550 | 350 | |
| 2009 | | 1800 | 600 | | |
| 2010 | | 2600 | | | |

表2 医疗成本通货膨胀指数

| 日历年 | 医疗成本通货膨胀指数 |
| :--: | :--: |
| 2007 | 95 |
| 2008 | 100 |
| 2009 | 120 |
| 2010 | 136 |

在考虑医疗成本通货膨胀因素的条件下，对该健康保险公司2010年末的未决医疗赔付准备金进行估计。（进展因子使用加权平均法估计）（结果保留2位小数）",5083.28
179,"下表为某健康险医疗费用理赔数据 

| 医疗费用范围 | 0 ≤ X < 7,500 | 7,500 ≤ X < 17,500 | 17,500 ≤ X < 32,500 | 32,500 ≤ X < 67,500 | 67,500 ≤ X < 125,000 | 125,000 ≤ X < 300,000 | X ≥ 300,000 | 
|------------------|-------------------|------------------------|-------------------------|-------------------------|---------------------------|---------------------------|------------------| 
| 理赔数 | 99 | 42 | 29 | 28 | 17 | 9 | 3 | 

假设医疗费用服从指数分布，定义区间均为左闭右开（除最后一列包含300,000及以上），试用极大似然估计求指数分布的参数$\theta$。（结果保留整数）",29721
180,"For a pension plan, an annual life annuity-due of 1 is provided to a retiree aged 60 with a guaranteed payment period of 10 years. You are given: 
(i) Mortality follows a custom life table with the following values: 
- \( l_{60} = 100,000 \) 
- \( l_{70} = 94,260 \) 
- \( l_{75} = 92,118 \) 
- \( \ddot{a}_{70} = 12.000 \) (at \( i = 0.05 \)) 

(ii) \( i = 0.05 \). 
Calculate the probability that the sum of the undiscounted payments actually made under this annuity will exceed the expected present value, at issue, of the annuity. (The final answer should have 5 decimal places.)",0.92118
181,"In the context of health insurance, the number of patient visits follows a Poisson distribution. The cost per visit follows a Burr distribution with parameters $\theta$ (unknown), $\alpha=6$, and $\gamma=0.5$. The mean and second moment of the Burr distribution are given by: 
\[
E[X] = \frac{\theta \Gamma\left(1 + \frac{1}{\gamma}\right) \Gamma\left(\alpha - \frac{1}{\gamma}\right)}{\Gamma(\alpha)}
\] 
\[
E[X^2] = \frac{\theta^2 \Gamma\left(1 + \frac{2}{\gamma}\right) \Gamma\left(\alpha - \frac{2}{\gamma}\right)}{\Gamma(\alpha)}
\] 
The number of visits and cost per visit are independent. 6,000 expected visits are needed for full credibility. The full credibility standard has been selected so that actual aggregate costs will be within 10% of expected aggregate costs $P\%$ of the time, using a bilateral confidence interval. 

Using the methods of classical credibility, determine the value of $P$. (The final answer should have 1 decimal place)",91.6
182,一个建筑公司需要在第40年末积累100000元作为项目竣工资金。公司计划从第1个月末开始每月存入K元，储蓄持续480个月。银行提供的名义利率为i<sup>(12)</sup>=12%，其中在第180个月到第239个月期间每月需额外扣除3元账户管理费。假设管理费用在账户结算后扣除，问每月净存款额K应为多少元？（结果保留两位小数）,8.73
183,"已知车险理赔金额的分布函数为：
\[
F\left( x\right) = \frac{\left( \frac{x}{\theta} \right)^{\gamma}}{1 + \left( \frac{x}{\theta} \right)^{\gamma}}
\]
其中 \(\theta\) 和 \(\gamma\) 为未知参数。现随机抽取11个样本（单位：千元）：
10，35，80，86，90，120，158，180，200，210，2000
使用线性插值法，通过40%和80%分位数估计参数 \(\theta\) 和 \(\gamma\)，则 \(\widehat{\theta } + \widehat{\gamma }\) 的值为多少。（结果保留2位小数）",109.94
184,"一名70岁的被保险人参与一项完全连续型终身寿险产品测试，在实验设定中其未来寿命随机变量在区间[0,50]上均匀分布，保单保额为1，利息力δ=0.04。设L为保险人的亏损现值随机变量，则\(\sqrt{\operatorname{Var}\left( L\right)}\)等于多少。 
（结果保留3位小数）",0.426
185,"A structured settlement agreement stipulates level disbursements of 1000 at the start of every six-month interval for a predetermined duration. Under an annual effective interest rate of \(i\), the accumulated value of these disbursements right after the final disbursement is 19549.25, while the present value at the point of the initial disbursement is 7968.89. Determine \(i\). (The final answer should have 3 decimal places)",0.177
186,"ABC Corporation contributes \$100 to a pension fund at the end of every two years for 20 years. The fund earns interest at an annual effective rate of \( i \), compounded annually. The total interest earned during the two-year period from the end of year 18 to the end of year 20 is \$250. Calculate the accumulated amount in the pension fund at the end of year 20. (The final answer should have 2 decimal places)",2023.93
187,"In the context of retirement actuarial planning, with an annual effective interest rate of $i, i>0\%$, the present value of a perpetuity that pays 23.30 at the end of each 3-year interval, starting at the end of year 3, is 32. At the same annual effective interest rate $i$, the present value of a perpetuity paying 1 at the end of each 4-month period, with the first payment at the end of 4 months, is $X$.  (Calculate $X$. The final answer must be an integer.)",5
188,"基于原油：
a. 执行价格为1330，六个月欧式看跌期权价格为101.30；
b. 原油现价为1310；
c. 市场连续无风险复利收益率为2%；
甲购买了这样一个期权，并签订了一份六个月到期的多头远期合约。假设无存储成本或收益，若六个月后期权与远期合约的到期利润相等，则六个月后原油价格为多少？ （结果保留2位小数）",1275.42
189,"某30岁男性投保保额10万元的定期寿险，保险期间20年，保险金于死亡诊断确认后次月末支付。已知：
1. 死亡事件在每月内服从均匀分布，采用利率调整因子\(\frac{i}{i^{(12)}}\)计算；
2. 适用1958 CSO 3%男性生命表（部分数据如下）：

| 年龄 x | M | D|
|--------|----------|-----------|
| 30 | 300,000 | 3,905,782 |
| 50 | 94,035.2 | 1,428,619 |

试计算该保单的趸缴纯保险费（结果保留2位小数）。",5345.46
190,"设年龄为35岁的人投保离散型的保险金额为5000元的25年定期死亡保险。设年利率i=5%，基于CL1生命表的换算函数为：
\( {\mathrm{M}}_{35} = {20000},\quad {\mathrm{M}}_{60} = {14291.81},\quad {\mathrm{D}}_{35} = {150000} \)。
则该保单的趸缴纯保费为多少元？
（结果保留2位小数）",190.27
191,"An equipment owner purchases a 3-year term failure insurance of 1000 on his 10-year old machine.
You are given:
(i) Benefits are paid immediately on failure.
(ii) Failure follows the following survival table excerpt:
| $s_{10}$ | $f_{10}$ | $f_{11}$ | $f_{12}$ |
|----------|----------|----------|----------|
| 976 | 48 | 74 | 86 |

(iii) Failures are uniformly distributed between integer years.
(iv) \( i = {0.04} \).
Calculate the standard deviation of the present value of the benefit. (The final answer should have 2 decimal places.)",383.82
192,"在一项重大疾病保险的精算分析中，考虑一个双重退保原因模型。保险客户可能由于健康因素（原因1）或保费负担过重（原因2）而终止保单。若将30岁时因保费压力而退保的概率 $q_{30}^{(2)}$ 从0.15下调至0.12，试问在31岁时因健康原因而退保的人数将增加多少人？（结果保留整数）

下表为相关退保概率和在31岁时仍有效的保单数量：

双重退保模型参数

| 年龄 $x$ | 健康原因退保概率 $q_{x}^{(1)}$ | 保费原因退保概率 $q_{x}^{(2)}$ | 31岁时有效保单数 $l_{x}^{(\tau)}$ |
| ------ | ---------------------- | ---------------------- | -------------------------- |
| 30     | 0.04                   | 0.15                   |                            |
| 31     | 0.08                   | 0.20                   | 8100                       |",24
193,"设某机械设备的可靠寿命函数为 \( l_t = 100 - t \), \( 0 \leq t \leq 100 \)，其中 t 表示使用年数，利率 \( i = 0 \)。则 \( (\overline{I}\overline{a})_{95} \) 的值为多少？（结果保留2位小数）",4.17
194,"给定如表所示的信息。假设 \( \mathrm{A} \) 为基础地区分区，费率为 100。所有地区分区数据具有完全可信性，总保费收入需增长10%。使用平衡项法计算冲销因子。

<table><tr><td>地区分区</td><td>当前费率</td><td>风险暴露单位数</td><td>基于当前费率的经验损失率</td></tr><tr><td>A</td><td>100</td><td>820</td><td>0.65</td></tr><tr><td>B</td><td>85</td><td>790</td><td>0.71</td></tr><tr><td>C</td><td>121</td><td>390</td><td>0.66</td></tr></table>

则地区分区B的新级别费率为多少？ （结果保留2位小数）",98.73
195,"对于普通终身寿险，被保险人年龄50岁，设每个保单年度k（k=0,1,2,...）发生事故的概率为 \( {}_{k\mid}{q}_{50} = c{\left( {0.96}\right) }^{k + 1} \)，其中 \( c = \frac{0.04}{0.96} \)，年利率 \( i = 6\% \)。若事故发生时赔付1单位，则其年缴纯保费 \( {\mathrm{P}}_{50}\) 等于多少？（结果保留6位小数）",0.037736
